50.0,-50.0
50.0,-48.0
50.0,-46.0
50.0,-44.0
50.0,-42.0
50.0,-40.0
50.0,-38.0
50.0,-36.0
50.0,-34.0
50.0,-32.0
50.0,-30.0
50.0,-28.0
50.0,-26.0
50.0,-24.0
50.0,-22.0
50.0,-20.0
50.0,-18.0
50.0,-16.0
50.0,-14.0
50.0,-12.0
50.0,-10.0
50.0,-8.0
50.0,-6.0
50.0,-4.0
50.0,-2.0
50.0,0.0
50.0,2.0
50.0,4.0
50.0,6.0
50.0,8.0
50.0,10.0
50.0,12.0
50.0,14.0
50.0,16.0
50.0,18.0
50.0,20.0
50.0,22.0
50.0,24.0
50.0,26.0
50.0,28.0
50.0,30.0
50.0,32.0
50.0,34.0
50.0,36.0
50.0,38.0
50.0,40.0
50.0,42.0
50.0,44.0
50.0,46.0
50.0,48.0
50.0,50.0
48.0,50.0
46.0,50.0
44.0,50.0
42.0,50.0
40.0,50.0
38.0,50.0
36.0,50.0
34.0,50.0
32.0,50.0
30.0,50.0
28.0,50.0
26.0,50.0
24.0,50.0
22.0,50.0
20.0,50.0
18.0,50.0
16.0,50.0
14.0,50.0
12.0,50.0
10.0,50.0
8.0,50.0
6.0,50.0
4.0,50.0
2.0,50.0
0.0,50.0
-2.0,50.0
-4.0,50.0
-6.0,50.0
-8.0,50.0
-10.0,50.0
-12.0,50.0
-14.0,50.0
-16.0,50.0
-18.0,50.0
-20.0,50.0
-22.0,50.0
-24.0,50.0
-26.0,50.0
-28.0,50.0
-30.0,50.0
-32.0,50.0
-34.0,50.0
-36.0,50.0
-38.0,50.0
-40.0,50.0
-42.0,50.0
-44.0,50.0
-46.0,50.0
-48.0,50.0
-50.0,50.0
-50.0,48.0
-50.0,46.0
-50.0,44.0
-50.0,42.0
-50.0,40.0
-50.0,38.0
-50.0,36.0
-50.0,34.0
-50.0,32.0
-50.0,30.0
-50.0,28.0
-50.0,26.0
-50.0,24.0
-50.0,22.0
-50.0,20.0
-50.0,18.0
-50.0,16.0
-50.0,14.0
-50.0,12.0
-50.0,10.0
-50.0,8.0
-50.0,6.0
-50.0,4.0
-50.0,2.0
-50.0,0.0
-50.0,-2.0
-50.0,-4.0
-50.0,-6.0
-50.0,-8.0
-50.0,-10.0
-50.0,-12.0
-50.0,-14.0
-50.0,-16.0
-50.0,-18.0
-50.0,-20.0
-50.0,-22.0
-50.0,-24.0
-50.0,-26.0
-50.0,-28.0
-50.0,-30.0
-50.0,-32.0
-50.0,-34.0
-50.0,-36.0
-50.0,-38.0
-50.0,-40.0
-50.0,-42.0
-50.0,-44.0
-50.0,-46.0
-50.0,-48.0
-50.0,-50.0
-48.0,-50.0
-46.0,-50.0
-44.0,-50.0
-42.0,-50.0
-40.0,-50.0
-38.0,-50.0
-36.0,-50.0
-34.0,-50.0
-32.0,-50.0
-30.0,-50.0
-28.0,-50.0
-26.0,-50.0
-24.0,-50.0
-22.0,-50.0
-20.0,-50.0
-18.0,-50.0
-16.0,-50.0
-14.0,-50.0
-12.0,-50.0
-10.0,-50.0
-8.0,-50.0
-6.0,-50.0
-4.0,-50.0
-2.0,-50.0
0.0,-50.0
2.0,-50.0
4.0,-50.0
6.0,-50.0
8.0,-50.0
10.0,-50.0
12.0,-50.0
14.0,-50.0
16.0,-50.0
18.0,-50.0
20.0,-50.0
22.0,-50.0
24.0,-50.0
26.0,-50.0
28.0,-50.0
30.0,-50.0
32.0,-50.0
34.0,-50.0
36.0,-50.0
38.0,-50.0
40.0,-50.0
42.0,-50.0
44.0,-50.0
46.0,-50.0
48.0,-50.0
-48.0,0.0
-46.0,0.0
-44.0,0.0
-42.0,0.0
-40.0,0.0
-38.0,0.0
-36.0,0.0
-34.0,0.0
-32.0,0.0
-30.0,0.0
-28.0,0.0
-26.0,0.0
-24.0,0.0
-22.0,0.0
-20.0,0.0
-18.0,0.0
-16.0,0.0
-14.0,0.0
-12.0,0.0
-10.0,0.0
-8.0,0.0
-6.0,0.0
-4.0,0.0
-2.0,0.0
0.0,0.0
2.0,0.0
4.0,0.0
6.0,0.0
8.0,0.0
10.0,0.0
12.0,0.0
14.0,0.0
16.0,0.0
18.0,0.0
20.0,0.0
22.0,0.0
24.0,0.0
26.0,0.0
28.0,0.0
30.0,0.0
32.0,0.0
34.0,0.0
36.0,0.0
38.0,0.0
40.0,0.0
42.0,0.0
44.0,0.0
